,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
230,1,0,"What does it mean they used them ""for about 6-7""?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.33776023983955383
231,1,1,"oops!  sorry, it's late and I'm trying hard to get these phones sold.  I meant to say they used them for about 6-7 months.",Not-a-strategy,Not-a-strategy,1,0.3407458961009979
232,2,0,"Ok. Well, I think that those phones probably got a good amount of use in 6-7 months. So, would you be willing to accept a price of $75?",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.7803022265434265
233,2,1,"No, my parents are both retired and basically used them to call me as I'm an only child and their calls were not that often.  I need to get at least 95 for each phone.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.4456319510936737
234,3,0,"Can you give me free delivery? I'd be willing to do that and pay $95 for each phone, if you can throw in the free delivery. The product is in good shape, after all.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.42039546370506287
235,3,1,I think we can do that since you're local.  190 for both phones and I will deliver.  How's tomorrow afternoon?,Not-a-strategy,Not-a-strategy,1,0.7531428337097168
236,4,0,sounds good,Not-a-strategy,Not-a-strategy,1,0.842881441116333
237,4,1,Great!  I hope you enjoy your new phones.,Not-a-strategy,Not-a-strategy,1,0.7801212668418884
238,0,0,hello,Not-a-strategy,Not-a-strategy,1,0.3172798752784729
239,0,1,"Hello, are you interested in buying this vehicle?",Not-a-strategy,Not-a-strategy,1,0.3582857549190521
240,1,0,"yes indeed, I like the color too",Not-a-strategy,Not-a-strategy,1,0.3518235683441162
241,1,1,"Great, well, I think you'd enjoy this car, and it's a steal at $12000.",Not-a-strategy,Not-a-strategy,1,0.3440302014350891
242,2,0,"yeah thats the problem, I ve been checking my cash and I don't have that much",Self Pity-Empowement,Self Pity-Empowement,1,0.3485795855522156
243,2,1,"Well that's okay, I take credit too :)",Not-a-strategy,Not-a-strategy,1,0.36387935280799866
244,3,0,"yeah I have a problem with that too, I already maxed out, so let's try and find a solution, how about 9 large",Hesitance-Hesitance,Hesitance-Hesitance,1,0.3462204337120056
245,3,1,"Friend, check out the description of this fine automobile that I posted. It's got a new radiator, fresh tires, I mean, the list goes on!",Counter Argumentation-Contesting,Not-a-strategy,1,0.3424256443977356
246,4,0,"but friend it's 8 years old, so what about 9850, i think it's fair and I will take care of the delivery charges",Counter Argumentation-Contesting,Personal Choice-Empowerment,1,0.3482152819633484
247,4,1,"Okay, I think that is a fair deal.",Not-a-strategy,Not-a-strategy,1,0.54423588514328
248,5,0,ok I guess we could write one more line so we don't get rejected,Not-a-strategy,Not-a-strategy,1,0.38879773020744324
249,5,1,I'm not sure what you could possibly be referring to?,Not-a-strategy,Not-a-strategy,1,0.3581142723560333
250,6,0,"because sometime the computers could find out it's was done too quickly and might refuse this , and we have to do it again , you will see in futur tasks",Not-a-strategy,Not-a-strategy,1,0.34505727887153625
251,0,0,"Hello, I am interested in your Chevy. I see that you are asking $5,000, is the price negotiable?",Not-a-strategy,Not-a-strategy,1,0.5330139994621277
252,0,1,I have a little wiggle room.,Not-a-strategy,Not-a-strategy,1,0.41827335953712463
253,1,0,Is there any body damage?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.3821396827697754
254,1,1,"No, it is in really good shape.",Not-a-strategy,Not-a-strategy,1,0.5140557885169983
255,2,0,"I have looked at comps and I am willing to pay $3,000",Counter Argumentation-Contesting,Hesitance-Hesitance,1,0.3814355432987213
256,2,1,"I couldn't go that low, I would drop the price to $4,500 for you",Not-a-strategy,Hesitance-Hesitance,1,0.37348055839538574
257,3,0,"It just doesn't appear to be worth $4,500. Would you be willing to take $3,500",Hesitance-Hesitance,Counter Argumentation-Contesting,1,0.5118924379348755
258,3,1,"I assure you that this is a nice vehicle and is worth the money. I am needing cash so I would go down to $4,000",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.38039350509643555
259,4,0,"I only have $3,800 but I have it in cash and can be there in a couple hours.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.513619601726532
260,4,1,"$3,800 if you are here in a couple hours with cash.",Not-a-strategy,Personal Choice-Empowerment,1,0.5124959945678711
261,0,0,I am interested in your bike. Is there anything wrong with it?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.27620795369148254
262,0,1,It does need new handlebar tape and maybe tires.,Not-a-strategy,Not-a-strategy,1,0.3274998366832733
263,1,0,"Okay, is the price negotiable?",Not-a-strategy,Not-a-strategy,1,0.33794552087783813
264,1,1,"A little, make me an offer.",Hesitance-Hesitance,Hesitance-Hesitance,1,0.34855327010154724
265,2,0,"I have looked up what this bike is worth and taken into account the new handlebar tape and tires and I would feel comfortable paying $700, would that work.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.6675386428833008
266,2,1,"That is a little low, I understand it needs some things. I would drop the priced to $1,000.",Hesitance-Hesitance,Counter Argumentation-Contesting,1,0.7342042326927185
267,3,0,"I just can't pay that much, it isn't worth it. How about $775?",Counter Argumentation-Contesting,Self Pity-Empowement,1,0.8297165036201477
268,3,1,If you can pick it up today and pay cash I would take $850.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.49160200357437134
269,4,0,"I just checked and I have $836 cash, if I am there today and pay cash would you take that?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6974382400512695
270,4,1,"Yes, I suppose. Please make it over earlier rather than later.",Not-a-strategy,Not-a-strategy,1,0.8244587182998657
271,0,1,Hey looking for a new bed,Not-a-strategy,Not-a-strategy,1,0.2735585570335388
272,0,0,i am,Not-a-strategy,Not-a-strategy,1,0.344607412815094
273,1,1,Well this set would be perfect for you or your teenage daughter. Any questions,Not-a-strategy,Not-a-strategy,1,0.3506407141685486
274,1,0,how old is it?,Information Inquiry-Contesting,Source Derogation-Contesting,1,0.36221885681152344
275,2,1,Not old at all practically new it was used as a display model,Not-a-strategy,Not-a-strategy,1,0.3471788763999939
276,2,0,would u take $100?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.35844069719314575
277,3,1,100 is a l,Not-a-strategy,Hesitance-Hesitance,1,0.4273533523082733
278,3,0,I can come up to 125 if you can provide delivery,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.38012123107910156
279,4,1,Sorry i mistyped previously 125 is better and i can offer delivery at 130 I can also offer assembly at 140,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.36605098843574524
280,4,0,I'd prefer to assemble myself,Self Assertion-Empowerment,Hesitance-Hesitance,1,0.3496200442314148
281,5,1,Well i can throw in a pottery barn sheet set at 140,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.3646653890609741
282,5,0,"How about 130 with the sheets and i""ll pick it up?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.3718852400779724
283,6,1,That should be fine,Not-a-strategy,Not-a-strategy,1,0.7427201867103577
284,6,0,its a deal then,Not-a-strategy,Not-a-strategy,1,0.8446900844573975
285,0,1,"Hello, are you here about the listing?",Not-a-strategy,Not-a-strategy,0,0.2840770483016968
286,0,0,"Hello, yes, I am.",Not-a-strategy,Not-a-strategy,0,0.33036932349205017
287,1,1,"I'm sure you already saw in the ad, but the bars are $30, and are unused. Did you have any questions?",Not-a-strategy,Not-a-strategy,0,0.787861704826355
288,1,0,I do. Is the original boxes and paperwork with them? Is there a warranty with the parts that will be transferred to me if I purchase them?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.448332816362381
289,2,1,"Everything that came in the box with them is there, I put it all back in after I realized I wouldn't be able to use them on my bike. Unfortunately the warranty for them is outdated by now, they're in new condition, but they've been sitting for a while.",Not-a-strategy,Not-a-strategy,0,0.3691140413284302
290,2,0,"I am interested in them. However, since the warranty is outdated now, would you be willing to come down on the price?",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.3473215103149414
291,3,1,"I am willing to negotiate the price a little lower, that isn't a problem.",Not-a-strategy,Hesitance-Hesitance,0,0.34345176815986633
292,3,0,"If I agree to pick them up, would you be willing to do $22 considering there is no warranty and they have been sitting for awhile.",Counter Argumentation-Contesting,Personal Choice-Empowerment,0,0.3436341881752014
293,4,1,"$22 is a little bit low for me, but I could definitely come down in price if you do pick them up. How about we meet halfway at $25?",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3494987487792969
294,4,0,"Well, it is a bit of a drive for me. I'm sure you want to get rid of these, could you do $23?",Personal Choice-Empowerment,Hesitance-Hesitance,0,0.36255577206611633
295,5,1,I suppose that would be about the price it'd cost to ship them out. You've got yourself a deal bud.,Not-a-strategy,Not-a-strategy,0,0.4616294801235199
296,5,0,Thank you.,Not-a-strategy,Not-a-strategy,0,0.5650904178619385
297,0,1,"Hey, you're interested n the bike?",Not-a-strategy,Not-a-strategy,1,0.2748049795627594
298,0,0,Is it clean?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.44106197357177734
299,1,1,"Yeah, I serviced it and cleaned it to be ready for you to use it",Not-a-strategy,Not-a-strategy,1,0.36630362272262573
300,1,0,Would it fit in my Toyata Corolla or should I bring my Suv to pick it up?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.463725209236145
301,2,1,"oh, yeah it's 29 inches, I'll drop it off at your house with my truck. Definitely would not fit inside Corolla sorry",Personal Choice-Empowerment,Not-a-strategy,1,0.3810182809829712
302,2,0,"Ok, I am really was looking at $1819. What do you think?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.3891613185405731
303,3,1,2200,Hesitance-Hesitance,Hesitance-Hesitance,1,0.4694138765335083
304,3,0,"Sounds fair,since you are dropping it off, so we got a deal!",Not-a-strategy,Not-a-strategy,1,0.3729442358016968
305,4,1,"Oh, thank you for being so obliging, tomorrow evening?",Not-a-strategy,Not-a-strategy,1,0.3510398268699646
306,4,0,Sounds good. thanks,Not-a-strategy,Not-a-strategy,1,0.37928736209869385
307,0,1,"Hello there, interested?",Not-a-strategy,Not-a-strategy,1,0.2699797451496124
308,0,0,I am but the price is a little too high,Hesitance-Hesitance,Hesitance-Hesitance,1,0.7779878973960876
309,1,1,$380 is very reasonable for the market value.,Counter Argumentation-Contesting,Not-a-strategy,1,0.8534584641456604
310,1,0,Is the item new or used?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7753848433494568
311,2,1,They are brand new in box still.,Not-a-strategy,Not-a-strategy,1,0.4453836977481842
312,2,0,I'm really interested in paying 190,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3840537965297699
313,3,1,"That is really far too low, these are top of the line binoculars. They are the most advanced out today.",Source Derogation-Contesting,Counter Argumentation-Contesting,1,0.647942304611206
314,3,0,Are there any extras you could throw in if I paid the full price?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.756604015827179
315,4,1,I could offer free shipping and a 5 year warranty.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4407493472099304
316,4,0,That would help alot but I'm still debating how much I want to pay for it.  I would be willing to go 250,Hesitance-Hesitance,Self Pity-Empowement,1,0.8051762580871582
317,5,1,I think the lowest I cou0dl do is 350.,Hesitance-Hesitance,Self Assertion-Empowerment,1,0.8031353950500488
318,5,0,I would be willing to go for three hundred with the warranty and the free shipping,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.7367389798164368
319,6,1,sorry typo there could do. Like I said 350 is really the lowest I can do without taking a big loss myself.,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.7544061541557312
320,6,0,How about 325 with free shipping and the warranty,Hesitance-Hesitance,Personal Choice-Empowerment,1,0.7334809899330139
321,7,1,"sorry 350 is my lowest , I am firm on that. TAKE IT OR LEAVE IT.",Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.7720048427581787
322,7,0,"I will pay 350 with the warranty, free shipping and insurance on the item.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.7028077244758606
323,8,1,Okay deal.,Not-a-strategy,Not-a-strategy,1,0.8430401682853699
324,0,0,Hello do you still have the etagere?,Not-a-strategy,Not-a-strategy,1,0.3239343464374542
325,0,1,I do. Are you interested in buying it?,Not-a-strategy,Not-a-strategy,1,0.35466286540031433
326,1,0,Yes I'm interested but I have a couple questions. What condition is it in?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7642769813537598
327,1,1,It is actually in great condition.,Not-a-strategy,Not-a-strategy,1,0.4430428147315979
328,2,0,Okay but are there any signs of wear and tear? Scratches? stuff like that,Source Derogation-Contesting,Source Derogation-Contesting,1,0.42959064245224
329,2,1,There is only one small scratch on the back of it near the bottom.,Not-a-strategy,Not-a-strategy,1,0.4262974262237549
330,3,0,Okay since it's used can you negotiate the price a little?,Not-a-strategy,Not-a-strategy,1,0.36098381876945496
331,3,1,I could negotiate a little bit. How much are you thinking?,Not-a-strategy,Hesitance-Hesitance,1,0.3462286591529846
332,4,0,Could you go to 30?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3642542064189911
333,4,1,How about 35?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3948812782764435
334,5,0,Okay 35 sounds fair to me :),Not-a-strategy,Not-a-strategy,1,0.7114237546920776
335,0,0,Hi...nice credenza!,Not-a-strategy,Not-a-strategy,1,0.299529492855072
336,0,1,Thanks. You interested in buying it?,Not-a-strategy,Not-a-strategy,1,0.3409564793109894
337,1,0,"Yes, but my budget's limited",Self Pity-Empowement,Self Pity-Empowement,1,0.6433940529823303
338,1,1,Okay well make me an offer I'll see what I can do.,Not-a-strategy,Not-a-strategy,1,0.4237894117832184
