Index,User,Text,Resistance Labels,,
C_076ee5c7626747859b7191215d19a229,0,Sure $120 but I need a delivery with it. Would that be possible from your front of the deal?,Personal Choice-Empowerment,,
C_076ee5c7626747859b7191215d19a229,1,Sure I can deliver it to you. That would be fine.,,,
C_076ee5c7626747859b7191215d19a229,0,Great then. When can you deliver it to me?,,,
C_076ee5c7626747859b7191215d19a229,1,Saturday is the first day I have off so I could on Saturday.,,,
C_076ee5c7626747859b7191215d19a229,0,Sounds good to me. Deal then! Thanks,,,
C_fbda443162bc473d80e342f9d32ce050,1,Hello are you interested in the rental,,,
C_fbda443162bc473d80e342f9d32ce050,0,"Hi. I am yes, it seems to be a nice option. What is the asking price?",,,
C_fbda443162bc473d80e342f9d32ce050,1,5395,Hesitance-Hesitance,,
C_fbda443162bc473d80e342f9d32ce050,0,"I see. What comes with it? If I am leasing it, will I get repairs covered?",Information Inquiry-Contesting,,
C_fbda443162bc473d80e342f9d32ce050,1,Yes reparis are covered and you have the chef's kitchen and pool with it.,,,
C_fbda443162bc473d80e342f9d32ce050,0,Good to know. What would you think about an offer of 4100?,Hesitance-Hesitance,,
C_fbda443162bc473d80e342f9d32ce050,1,"That's pretty low, what if we go with an even 5,000",Hesitance-Hesitance,,
C_fbda443162bc473d80e342f9d32ce050,0,4100 would be better but I am willing to meet you in the middle. How about 4750?,Hesitance-Hesitance,,
C_fbda443162bc473d80e342f9d32ce050,1,"Ok, I can live with that.",,,
C_fbda443162bc473d80e342f9d32ce050,0,We have a deal then. Glad to do business!,,,
C_5bbc701998fa4199859174b1b75b083f,1,"Hi, are you interested?",,,
C_5bbc701998fa4199859174b1b75b083f,0,Hi. I'm very interested in your add. Can you tell me a bit more about this bed frame? How long ago have you purchased it?,Information Inquiry-Contesting,,
C_5bbc701998fa4199859174b1b75b083f,1,"Yes, got it a year ago.",,,
C_5bbc701998fa4199859174b1b75b083f,0,What are the dimensions of it?,Information Inquiry-Contesting,,
C_5bbc701998fa4199859174b1b75b083f,1,"I don't know the exact dimensions, I know it is a full or twin. It is a really great natural wood solid built frame.",,,
C_5bbc701998fa4199859174b1b75b083f,0,Do you still have the mattress that went with it?,Information Inquiry-Contesting,,
C_5bbc701998fa4199859174b1b75b083f,1,No I already had sold that off.,,,
C_5bbc701998fa4199859174b1b75b083f,0,"Oh I see. I was willing to go a bit higher if that was available. This way I can only go up to about 110 dollars. Really sorry, I'm on a tight budget. Any wiggle room?",Self Pity-Empowement,,
C_5bbc701998fa4199859174b1b75b083f,1,I could do 125?,,,
C_5bbc701998fa4199859174b1b75b083f,0,That's a fair offer. But maybe if I pick it up myself you can go down to 114?,Personal Choice-Empowerment,,
C_5bbc701998fa4199859174b1b75b083f,1,alright,,,
C_9e793baa38f747aabc8b55877a9701fa,0,"I saw your ad for the fitbit alta, could you tell me something about it?",,,
C_9e793baa38f747aabc8b55877a9701fa,1,Hello i'm selling this brand new fitbit for 100 dollars it's un open,,,
C_9e793baa38f747aabc8b55877a9701fa,0,Could you tell me some of the features?,,,
C_9e793baa38f747aabc8b55877a9701fa,1,yes it's a large fit bit alta,,,
C_9e793baa38f747aabc8b55877a9701fa,0,I see that. Does it monitor your sleep and heart rate?,Information Inquiry-Contesting,,
C_9e793baa38f747aabc8b55877a9701fa,1,yes i can go a little low but not to low,,,
C_9e793baa38f747aabc8b55877a9701fa,0,Well since it is new I could give you 75 for it,Hesitance-Hesitance,,
C_9e793baa38f747aabc8b55877a9701fa,1,"sorry sir i can't go that low, it's brand new and retails higher than $100. How about $85",Counter Argumentation-Contesting,,
C_9e793baa38f747aabc8b55877a9701fa,0,Well since it is new 85.00 is okay. I will send you an offer,,,
C_9e793baa38f747aabc8b55877a9701fa,1,would you like for me to ship it,,,
C_67e4101720264981ab1a51cf982c251d,0,Hi! I saw your post about the apartment?,,,
C_67e4101720264981ab1a51cf982c251d,1,"Hello, yes. The rent is $2698 monthly with all the included amenities.",,,
C_67e4101720264981ab1a51cf982c251d,0,"I have to admit, that stretches my budget to a point of discomfort. I'm not sold on the location. I'll have a bit of a commute.",Self Pity-Empowement,,
C_67e4101720264981ab1a51cf982c251d,1,"If it helps a bit, the apartment would be fully furnished. It really is a great deal especially for the location you will be in.",Counter Argumentation-Contesting,,
C_67e4101720264981ab1a51cf982c251d,0,I don't doubt it. Any chance you'd like to make my day and let me in for 1500?,Hesitance-Hesitance,,
C_67e4101720264981ab1a51cf982c251d,1,That is incredibly low and I have other people who are interested. The best offer I could give you would be $2450.,Self Assertion-Empowerment,,
C_67e4101720264981ab1a51cf982c251d,0,"I know, that was an insult. Forgive me. Tell me a little more about it. . . make me fall in love, and I could do 2200?",,,
C_67e4101720264981ab1a51cf982c251d,1,"That is not a problem. Well firstly, it is a quiet location. You could be downtown in about 5 minutes just walking. I didn't ask if you have pets. You would have a private yard for them to roam around in. We have a fitness center so you can keep up with your fitness goals. Our entire property was also recently renovated.",,,
C_67e4101720264981ab1a51cf982c251d,0,You're an excellent salesperson. 2200?,Hesitance-Hesitance,,
C_67e4101720264981ab1a51cf982c251d,1,I appreciate that. I can do $2375.,Hesitance-Hesitance,,
C_67e4101720264981ab1a51cf982c251d,0,Split the difference? 2287.50? We can round to 2287. ;),Hesitance-Hesitance,,
C_67e4101720264981ab1a51cf982c251d,1,$2300 and that is the lowest I can accept. Sound good?,Self Assertion-Empowerment,,
C_67e4101720264981ab1a51cf982c251d,0,Sounds good.,,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,hi,,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,hello,,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,are you interested,,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,yes I like the color of the lamp.  How long have you had it?,Information Inquiry-Contesting,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,not long it's a great lamp,,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,Ok.  Who is the designer?,Information Inquiry-Contesting,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,ruffled lamp  with wooden base,,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,Yeah I saw that in your listing.  But you said it's a designer lamp.  Who is the designer?,Source Derogation-Contesting,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,it's a new designer,,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,"Ok, would you be willing to take $50 for it?",Hesitance-Hesitance,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,the lowest i can go is $65 dollars it's to nice to go that low i'm tring to work with you,Self Assertion-Empowerment,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,"Money is a little tight on my end.  And since it's a new designer and not anyone really well known, can we compromise?  $60 and you have a deal!",Source Derogation-Contesting,,
C_abc05dd4ca6441b68572b6ae740eaf70,1,deal since i need the money $60 is fine,,,
C_abc05dd4ca6441b68572b6ae740eaf70,0,"Ok, great!  Pleasure doing business with you!",,,
C_929098ee2b9346e2b27172e89ce69340,0,Hi,,,
C_929098ee2b9346e2b27172e89ce69340,1,Hello,,,
C_929098ee2b9346e2b27172e89ce69340,0,can you tell me more about how long you've had the tablet?,Information Inquiry-Contesting,,
C_929098ee2b9346e2b27172e89ce69340,1,I just got it like a month ago. It is brand new in the box. The tablet is in immaculate condition.,,,
C_929098ee2b9346e2b27172e89ce69340,0,Do you still have the receipt?,Information Inquiry-Contesting,,
C_929098ee2b9346e2b27172e89ce69340,1,Yes and it comes in the box. It is brand new never been opened. A charger is inside the box too.,,,
C_929098ee2b9346e2b27172e89ce69340,0,Would you be willing to come down in price? I was thinking that I could take it off your hands for $73,Hesitance-Hesitance,,
C_929098ee2b9346e2b27172e89ce69340,1,Could you do 75? I can bring it to you so you will not have to drive.,Personal Choice-Empowerment,,
C_929098ee2b9346e2b27172e89ce69340,0,"Yeah, that sounds awesome.",,,
C_929098ee2b9346e2b27172e89ce69340,1,Ok deal.,,,
C_abc5ba8af9fc4ff180e46e0081838165,0,Hello,,,
C_abc5ba8af9fc4ff180e46e0081838165,1,Hello there.,,,
C_abc5ba8af9fc4ff180e46e0081838165,0,Tell me about the property.,,,
C_abc5ba8af9fc4ff180e46e0081838165,1,It is a very large 1 bedroom 1 bath,,,
C_abc5ba8af9fc4ff180e46e0081838165,0,Is there trash service?,Information Inquiry-Contesting,,
C_abc5ba8af9fc4ff180e46e0081838165,1,"No, it is not included but I can throw it in for you if you like.",,,
C_abc5ba8af9fc4ff180e46e0081838165,0,Ok I can offerv1743,Hesitance-Hesitance,,
C_abc5ba8af9fc4ff180e46e0081838165,1,It is a very nice exclusive area. I am willing to accept 1850,Counter Argumentation-Contesting,,
C_abc5ba8af9fc4ff180e46e0081838165,0,What about cable and the light bill? Is that included?,Information Inquiry-Contesting,,
C_abc5ba8af9fc4ff180e46e0081838165,1,"Both are not. I can throw in free internet, but the light bill is separate.",,,
C_abc5ba8af9fc4ff180e46e0081838165,0,1790?,Hesitance-Hesitance,,
C_abc5ba8af9fc4ff180e46e0081838165,1,I really would like to get at least 1850 for it. I can throw in a $50 light credit per month.,Counter Argumentation-Contesting,,
C_abc5ba8af9fc4ff180e46e0081838165,0,Ok deal,,,
C_abc5ba8af9fc4ff180e46e0081838165,1,Thanks. I know you will love it.,,,
C_abc5ba8af9fc4ff180e46e0081838165,0,Your welcome,,,
C_3b1756182eb94171853dabe40acfde06,1,hi,,,
C_3b1756182eb94171853dabe40acfde06,0,Let's make a deal,,,
C_3b1756182eb94171853dabe40acfde06,1,this desk is very well maintained and like new,,,
C_3b1756182eb94171853dabe40acfde06,0,"Great. I can pick it up in the next hour if we can agree on a price. 140 is too steep, though",Personal Choice-Empowerment,,
C_3b1756182eb94171853dabe40acfde06,1,yes if you pick it up i can go for $125,Personal Choice-Empowerment,,
C_3b1756182eb94171853dabe40acfde06,0,Not bad. I'm looking at a few but this is a little small for my needs. Price will determine if I buy,Counter Argumentation-Contesting,,
C_3b1756182eb94171853dabe40acfde06,1,i can make you a final offer of $120,Self Assertion-Empowerment,,
C_3b1756182eb94171853dabe40acfde06,0,100 in cash right now,Personal Choice-Empowerment,,
C_3b1756182eb94171853dabe40acfde06,1,$115 and you pick up and you gotta a deal,Personal Choice-Empowerment,,
C_3b1756182eb94171853dabe40acfde06,0,"No can do. Looks great, best of luck to you",Self Assertion-Empowerment,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,0,nice bike,,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,1,"Thanks, it's truly a gem. Do you have questions about the bike?",,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,0,is the seat comfortable,Information Inquiry-Contesting,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,1,Yes! I acutally just replaced the seat with a brand new Schwinn seat a few months ago.,,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,0,looks comphy are there logos on the bike,Information Inquiry-Contesting,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,1,Yes all the orginal logos are still on the bike,,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,0,"sweet, i can offer you what i have $380",Hesitance-Hesitance,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,1,Would you willing to come it pick up from my place today or tomorrow?,Information Inquiry-Contesting,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,0,actullay i'm in the area so i can be there today,,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,1,"Ok great, Yeah I can do $380 I just need to get rid of the bike.",,,
C_ceb12a80d5934b2ab3d10b5f0de2ccb5,0,see ya in a few thanks,,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,Hello.,,,
C_ad47b50a79074ff0ae2f0ad053f390eb,1,Hello how are you,,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,"Well, I'm interested in this track bike.",,,
C_ad47b50a79074ff0ae2f0ad053f390eb,1,I'm asking $600,,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,"Well, are there any problems with the bike?",Source Derogation-Contesting,,
C_ad47b50a79074ff0ae2f0ad053f390eb,1,"Nothing at all, it's a great track bike and critical bike",,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,"So, why are you interested in selling the bicycle?",Source Derogation-Contesting,,
C_ad47b50a79074ff0ae2f0ad053f390eb,1,I am needin some extra money and I just bought a new bike last weekend,,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,"Well, I suppose I could take the bike off your hands for $375.",Hesitance-Hesitance,,
C_ad47b50a79074ff0ae2f0ad053f390eb,1,"I am needing at least 500 for it, it's basically brand new",Counter Argumentation-Contesting,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,"I could go up to $450, and I'd be willing to come pick it up tonight.",Personal Choice-Empowerment,,
C_ad47b50a79074ff0ae2f0ad053f390eb,1,"Ok that will work out, it's sold to you. What time would u like to pick it up",Information Inquiry-Contesting,,
C_ad47b50a79074ff0ae2f0ad053f390eb,0,"Well, it's 1:30 a.m. I guess I could be there any time, so wait up.",,,
C_50193ca0e42b49ceab8d1730964752f7,0,Hey so I'm interested in the TV cart. Is there anything wrong?,Source Derogation-Contesting,,
C_50193ca0e42b49ceab8d1730964752f7,1,no works great,,,
C_50193ca0e42b49ceab8d1730964752f7,0,"Ok, but there's no picture. I'm iffy about the condition, and it's used. $300 is too high, $100 is more in the ballpark for me.",Counter Argumentation-Contesting,,
C_50193ca0e42b49ceab8d1730964752f7,1,$150 and we got a deal,Self Assertion-Empowerment,,
C_50193ca0e42b49ceab8d1730964752f7,0,Are there any other items you could throw in?,Personal Choice-Empowerment,,
C_50193ca0e42b49ceab8d1730964752f7,1,all the items are listed,,,
C_50193ca0e42b49ceab8d1730964752f7,0,"Well I need you to deliver then, and meet me in the middle at $125.",Personal Choice-Empowerment,,
C_50193ca0e42b49ceab8d1730964752f7,1,$135 is the lowest i can go,Self Assertion-Empowerment,,
C_50193ca0e42b49ceab8d1730964752f7,0,$130 please I only have $130 in my budget this month.,Self Pity-Empowement,,
C_50193ca0e42b49ceab8d1730964752f7,1,ok $130,,,
C_50193ca0e42b49ceab8d1730964752f7,1,thanks,,,
C_2bdb308591df45e29a321a7cfd167002,0,Hello!  SO what are you selling,,,
C_2bdb308591df45e29a321a7cfd167002,1,"I've got an Ottoman, so I hope you're in the market for an Ottoman.",,,
C_2bdb308591df45e29a321a7cfd167002,0,An Ottoman what? Whatever. $140,Source Derogation-Contesting,,
C_2bdb308591df45e29a321a7cfd167002,1,"At $140, would you be willing to come pick it up?",Personal Choice-Empowerment,,
C_2bdb308591df45e29a321a7cfd167002,0,Sure why not.,,,
C_2bdb308591df45e29a321a7cfd167002,1,"Okay, great, because these days I feel paranoid any time I'm making a deal online.",,,
C_2bdb308591df45e29a321a7cfd167002,0,"That's normal, please accept",,,
C_2bdb308591df45e29a321a7cfd167002,1,"See, I feel like I'm being watched, and whenever I try to make a deal online, it seems to fall through unless I spend a LOT of time negotiating a price, and the details of the trade. I almost feel like I'm expected to spend 5-10 minutes on every trade? Do you ever get that feeling?",,,
C_2bdb308591df45e29a321a7cfd167002,0,Not at all.  I suggest you seek help at a mental health professional immediately.  But not before mailing my Ottoman thingy to a neutral address,Personal Choice-Empowerment,,
C_2bdb308591df45e29a321a7cfd167002,1,"Sure, sure, I'd be happy to mail you the Ottoman.",,,
C_ddbfc67459954abe91a5e74c1d9c60d8,0,Hello I am interested in this chair. I have a couple of questions first. Did you make this chair yourself?,Information Inquiry-Contesting,,
C_ddbfc67459954abe91a5e74c1d9c60d8,1,"Yes I did, with the finest denim in all of the land",,,
C_ddbfc67459954abe91a5e74c1d9c60d8,0,"Was it new denim, or were they someone's funky old worn out jeans?",Source Derogation-Contesting,,
C_ddbfc67459954abe91a5e74c1d9c60d8,1,Someone's LOVELY jeans.  Recycling helps mother earth!,,,
C_ddbfc67459954abe91a5e74c1d9c60d8,0,Well I do like to help mother earth... do you have any matching pieces like end tables or night stands?,Information Inquiry-Contesting,,
C_ddbfc67459954abe91a5e74c1d9c60d8,1,"ALas, I do not.  It was a one of a kind.  My muse has since moved on to other projects.",,,
C_ddbfc67459954abe91a5e74c1d9c60d8,0,"Alright, would you be willing to negotiate the price at all, I could offer about 60 for this chair...",Hesitance-Hesitance,,
C_ddbfc67459954abe91a5e74c1d9c60d8,1,$60 Dollary-Doo's for my sweat and toil?  You wound me.  $82 at least.,Counter Argumentation-Contesting,,
C_ddbfc67459954abe91a5e74c1d9c60d8,0,Well.. 82 is still a bit too high for me... If I pick it up in person could you consider 75?,Personal Choice-Empowerment,,
C_ddbfc67459954abe91a5e74c1d9c60d8,1,I mean I guess.  It's like my first born child...,,,
C_ae8a0b1f142142b8aac261d73ad134d3,1,Hello.,,,
C_ae8a0b1f142142b8aac261d73ad134d3,0,"Yes, hi. what is the condition of car?",Information Inquiry-Contesting,,
C_ae8a0b1f142142b8aac261d73ad134d3,1,"It's a salvage from a rear end accident, but everything has been fixed.",,,
C_ae8a0b1f142142b8aac261d73ad134d3,0,IS AC working allright?,Information Inquiry-Contesting,,
C_ae8a0b1f142142b8aac261d73ad134d3,1,"Yes, and it comes with certificates for smog, brakes, and lamps, as well as DMV VIN verification.",,,
C_ae8a0b1f142142b8aac261d73ad134d3,0,"It is salvage, so ican not resale it. Do you have papers and title?",Source Derogation-Contesting,,
C_ae8a0b1f142142b8aac261d73ad134d3,1,"Yes, all the paperwork is in order.",,,
